consecutivo,idindicador,nomindicador,idunidad,nomunidad,iddepto,nomdepto,idmpio,nommpio,idregion,nomregion,idsubregion,nomsubregion,idregimen,nomregimen,ideps,nomeps,idips,nomips,idzona,nomzona,ideducacion,nomeducacion,idocupacion,nomocupacion,idedad,nomedad,idestadocivil,nomestadocivil,idsexo,nomsexo,idetnia,nometnia,yea1990,yea1991,yea1992,yea1993,yea1994,yea1995,yea1996,yea1997,yea1998,yea1999,yea2000,yea2001,yea2002,yea2003,yea2004,yea2005,yea2006,yea2007,yea2008,yea2009,yea2010,yea2011,yea2012,fue1990,fue1991,fue1992,fue1993,fue1994,fue1995,fue1996,fue1997,fue1998,fue1999,fue2000,fue2001,fue2002,fue2003,fue2004,fue2005,fue2006,fue2007,fue2008,fue2009,fue2010,fue2011,fue2012,obs1990,obs1991,obs1992,obs1993,obs1994,obs1995,obs1996,obs1997,obs1998,obs1999,obs2000,obs2001,obs2002,obs2003,obs2004,obs2005,obs2006,obs2007,obs2008,obs2009,obs2010,obs2011,obs2012
1161,rtrmorpu,Razón de mortalidad materna a 42 días,4,por 100.000 nacidos vivos,41,Huila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.33,81.06,66.75,38.92,20.19,48.13,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
367,pcrparin,Porcentaje partos institucionales,1,por 100 (%),15,Boyacá,15407,villa de leyva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.39,99.47,99.48,99.03,99.46,98.68,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2,pcrrncpn,Porcentaje de nacidos vivos con cuatro o más consultas de control prenatal,1,por 100 (%),5,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.31,84.66,85.66,85.79,86.55,89.06,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2261,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,25,Cundinamarca,25438,Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.79,21.31,20.82,20.34,19.85,19.37,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
599,pcrparin,Porcentaje partos institucionales,1,por 100 (%),25,Cundinamarca,25322,guasca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.46,99.46,98.51,99.48,98.96,99.43,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
203,pcrparin,Porcentaje partos institucionales,1,por 100 (%),13,Bolívar,13030,altos del rosario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.81,91.61,96,90.08,98.19,97.95,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2641,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,68,Santander,68425,Macaravita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.88,33.88,33.88,33.88,33.88,33.88,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1584,pbepredg,Prevalencia de desnutrición global,1,por 100 (%),23,CÓRDOBA,,,,,,,,,,,,,,,,,,,211,Menor de 5 años,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,ENSIN,,,,,,,,,,,,,,,,,,No reportado,,,,,,,
2861,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,97,Vaupes,97511,Pacoa *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.86,51.86,51.86,51.86,51.86,51.86,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
49,pcrparin,Porcentaje partos institucionales,1,por 100 (%),5,Antioquia,05030,amagá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.24,99.03,98.66,99.45,98.31,100,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1809,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,5,Antioquia,05376,La Ceja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,10.65,10.6,10.56,10.51,10.46,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
230,pcrparin,Porcentaje partos institucionales,1,por 100 (%),13,Bolívar,13647,san estanislao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.99,99.36,98.68,99.37,99.56,100,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2864,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,97,Vaupes,97889,Yavaraté *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.43,41.43,41.43,41.43,41.43,41.43,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
929,pcrparin,Porcentaje partos institucionales,1,por 100 (%),66,Risaralda,66400,la virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.43,100,99.04,99.62,98.5,99.54,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1880,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,8,Atlántico,08436,Manatí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.44,31.44,31.44,31.44,31.44,31.44,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
453,pcrparin,Porcentaje partos institucionales,1,por 100 (%),19,Cauca,19513,padilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.41,99.33,98.28,96.58,97.1,96.49,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2676,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,68,Santander,68867,Vetas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8,23.08,22.37,21.66,20.94,20.23,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2158,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,20,Cesar,20228,Curumaní,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,17.9,17.49,17.08,16.68,16.27,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1534,pbrmivih,Porcentaje de transmisión materno infantil de VIH,1,por 100 (%),94,GUAINÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Informe transmisión Materno Infantil del VIH Ministerio de Salud y Protección Social,Informe transmisión Materno Infantil del VIH Ministerio de Salud y Protección Social,Informe transmisión Materno Infantil del VIH Ministerio de Salud y Protección Social,,,,,,,,,,,,,,,,,,,,,No reporta gestantes con VIH; si hubo tamizaje de gestantes para VIH,No reporta gestantes con VIH; si hubo tamizaje de gestantes para VIH,No reporta gestantes con VIH; no se sabe dato de tamizaje de gestantes,,
1052,pcrparin,Porcentaje partos institucionales,1,por 100 (%),73,Tolima,73043,anzoátegui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.15,79.06,92.35,96.67,97.44,99.21,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1418,ptrldeng,Letalidad de Dengue grave,1,Por 100 (%),13,BOLÍVAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7,0,,,,,,,,,,,,,,,,,,,SIVIGILA,SIVIGILA,SIVIGILA,SIVIGILA,SIVIGILA,,,,,,,,,,,,,,,,,,,,,,,,
886,pcrparin,Porcentaje partos institucionales,1,por 100 (%),54,Norte de Santander,54599,ragonvalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.12,96.49,100,100,100,97.5,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1474,pbehtaco,Porcentaje de población con hipertension arterial diagnosticada en 2 o más consultas,1,por 100 (%),15,BOYACÁ,,,,,,,,,,,,,,,,,,,140,18 a 69 años,,,,,,,,,,,,,,,,,,,,,,,,9.9,,,,,,,,,,,,,,,,,,,,,,,ENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,cgrnacim,Número anual de nacimientos,17,Personas,20,Cesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18263,18541,17125,17319,17530,17039,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1979,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,15,Boyacá,15296,Gameza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1,22.1,22.1,22.1,22.1,22.1,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2523,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,52,Nariño,52835,San Andres de Tumaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.61,35.61,35.61,35.61,35.61,35.61,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2108,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,19,Cauca,19001,Popayán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.83,13.53,13.22,12.91,12.6,12.3,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
751,pcrparin,Porcentaje partos institucionales,1,por 100 (%),47,Magdalena,47545,pijiño del carmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.68,91.53,98.31,93.38,98.88,97.02,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1355,pcrparin,Porcentaje partos institucionales,1,por 100 (%),19,CAUCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.02639216,87.74607626,92.56058394,93.83913621,94.47233314,95.134691,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2291,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,25,Cundinamarca,25754,Soacha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.53,14.21,13.89,13.56,13.24,12.92,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1900,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,13,Bolívar,13052,Arjona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.87,22.62,22.37,22.11,21.86,21.6,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
891,pcrparin,Porcentaje partos institucionales,1,por 100 (%),54,Norte de Santander,54720,sardinata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.9,89.2,91.83,88.18,91.4,94.67,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2010,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,15,Boyacá,15531,Pauna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.64,19.82,18.99,18.17,17.34,16.52,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1282,pgeembar,Porcentaje de mujeres de 15 a 19 años alguna vez embarazadas (ya son madres o están embarazadas por primera vez),1,por 100 (%),91,Amazonas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5,,,,,35.4,,,,,,,,,,,,,ENDS,,,,,ENDS,,,,,ENDS,,,,,,,,,,,,,,,,,,,,,,,,,
1253,cgrnacim,Número anual de nacimientos,17,Personas,17,Caldas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20523,19975,19605,19193,18691,17754,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1500,pbehtaco,Porcentaje de población con hipertension arterial diagnosticada en 2 o más consultas,1,por 100 (%),99,VICHADA,,,,,,,,,,,,,,,,,,,140,18 a 69 años,,,,,,,,,,,,,,,,,,,,,,,,6.4,,,,,,,,,,,,,,,,,,,,,,,ENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,rgrtgfec,Tasa General de Fecundidad,3,por 1.000 mujeres,5,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8,,,,,,,,,,,,,,,,,,,,,,,DANE,,,,,,,,,,,,,,,,,,,,,,,
64,pcrparin,Porcentaje partos institucionales,1,por 100 (%),5,Antioquia,05093,betulia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.61,87.88,93.87,96.56,96.49,96.36,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
545,pcrparin,Porcentaje partos institucionales,1,por 100 (%),23,Córdoba,23570,pueblo nuevo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.75,97.8,99.63,97.7,99.01,98.61,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1735,ctrmormt,Mortalidad materna a 42 días,17,Personas,76,Valle del Cauca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,41,39,27,33,30,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1573,pbepredg,Prevalencia de desnutrición global,1,por 100 (%),5,ANTIOQUIA,,,,,,,,,,,,,,,,,,,211,Menor de 5 años,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,ENSIN,,,,,,,,,,,,,,,,,,No reportado,,,,,,,
2625,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,68,Santander,68296,Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.65,22.22,21.8,21.37,20.94,20.52,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2634,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,68,Santander,68368,Jesús María,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.92,27.76,26.6,25.45,24.29,23.13,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
624,pcrparin,Porcentaje partos institucionales,1,por 100 (%),25,Cundinamarca,25518,paime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.55,92.59,90.2,97.83,97.22,95.83,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2637,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,68,Santander,68385,Landázuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.35,30.71,30.06,29.42,28.78,28.13,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
607,pcrparin,Porcentaje partos institucionales,1,por 100 (%),25,Cundinamarca,25377,la calera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.71,99.25,100,99.75,99.73,99.72,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2012,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,15,Boyacá,15537,Paz de Río,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.56,16.86,16.16,15.46,14.75,14.05,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2833,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,88,San Andrés_ Providencia y Santa Catalina,88001,San Andrés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.08,16.7,16.32,15.94,15.56,15.18,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2479,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,52,Nariño,52254,El Peñol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.26,22.74,22.22,21.71,21.19,20.67,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2590,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,66,Risaralda,66682,Santa Rosa de Cabal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.96,17.24,16.52,15.81,15.09,14.37,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1885,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,8,Atlántico,08573,Puerto Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.72,17.52,17.32,17.12,16.93,16.73,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2323,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,27,Chocó,27025,Alto Baudo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.61,54.16,53.71,53.26,52.8,52.35,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
113,pcrparin,Porcentaje partos institucionales,1,por 100 (%),5,Antioquia,05440,marinilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.74,99.6,99.87,99.56,99.7,99.21,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
428,pcrparin,Porcentaje partos institucionales,1,por 100 (%),85,Casanare,85410,tauramena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.98,99.21,98.01,98.73,98.2,98.48,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
384,pcrparin,Porcentaje partos institucionales,1,por 100 (%),17,Caldas,17495,norcasia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.21,100,92.86,98,97.09,100,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
343,pcrparin,Porcentaje partos institucionales,1,por 100 (%),15,Boyacá,15761,somondoco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.97,100,100,100,100,100,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
893,pcrparin,Porcentaje partos institucionales,1,por 100 (%),54,Norte de Santander,54800,teorama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.57,98.8,100,100,99.43,99.14,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
867,pcrparin,Porcentaje partos institucionales,1,por 100 (%),54,Norte de Santander,54001,cúcuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.11,95.32,97.85,98.83,98.59,99.39,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2788,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,76,Valle del Cauca,76845,Ulloa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.53,17.11,16.69,16.27,15.85,15.43,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1945,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,15,Boyacá,15051,Arcabuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.31,17.76,17.21,16.66,16.11,15.56,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
73,pcrparin,Porcentaje partos institucionales,1,por 100 (%),5,Antioquia,05145,caramanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.3,100,95.71,100,97.06,97.14,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
971,pcrparin,Porcentaje partos institucionales,1,por 100 (%),68,Santander,68298,gambita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.49,88,100,97.3,89.19,90.32,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
480,pcrparin,Porcentaje partos institucionales,1,por 100 (%),20,Cesar,20178,chiriguaná,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.47,94.22,96.21,91.54,96.49,99.41,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
485,pcrparin,Porcentaje partos institucionales,1,por 100 (%),20,Cesar,20310,gonzález,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,98.31,98.59,100,98.36,100,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2551,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,54,N. Santander,54518,Pamplona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.86,11.72,11.59,11.46,11.33,11.2,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1918,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,13,Bolívar,13473,Morales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.06,20.59,20.12,19.66,19.19,18.72,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2511,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,52,Nariño,52621,Roberto Payán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6,43.6,43.6,43.6,43.6,43.6,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
839,pcrparin,Porcentaje partos institucionales,1,por 100 (%),52,Nariño,52565,providencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.66,73.44,93.15,93.33,95.52,96.83,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
38,pcrparin,Porcentaje partos institucionales,1,por 100 (%),91,Amazonas,91430,la victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,100,,100,,,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
705,pcrparin,Porcentaje partos institucionales,1,por 100 (%),41,Huila,41518,paicol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.14,100,98.8,97.78,98.73,96.88,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1596,pbepredg,Prevalencia de desnutrición global,1,por 100 (%),66,RISARALDA,,,,,,,,,,,,,,,,,,,211,Menor de 5 años,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,ENSIN,,,,,,,,,,,,,,,,,,No reportado,,,,,,,
2539,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,54,N. Santander,54250,El Tarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.37,29.47,28.58,27.69,26.8,25.9,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
568,pcrparin,Porcentaje partos institucionales,1,por 100 (%),25,Cundinamarca,25120,cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,95.51,98.48,97.7,93.33,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
